id,safra,y,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50,VAR_51,VAR_52,VAR_53,VAR_54,VAR_55,VAR_56,VAR_57,VAR_58,VAR_59,VAR_60,VAR_61,VAR_62,VAR_63,VAR_64,VAR_65,VAR_66,VAR_67,VAR_68,VAR_69,VAR_70,VAR_71,VAR_72,VAR_73,VAR_74,VAR_75,VAR_76,VAR_77,VAR_78
8140,201411,1,3.0,0.0,0.0,0.0,10.8,529.0,,21.99,2286.84,,,,,288.0,23.33,,2286.84,,0.0,12,,0.0,,54.0,0.0,204.0,403.0,0.0,2.0,2786.84,,0.090634138151029,0.0,109.98,,0.0,2.0,,,0.0,,2.0,,0.0,,2.0,,2.0,0.0,231.45,204.0,69.99,2000.0,3286.84,264.44,231.45,58,54.0,,0.357323965312407,,,,1,,,-9.0,2.0,,,0.0,1.0,0.0,0.0,,,,0.0
8143,201412,0,0.0,0.0,0.0,0.0,10.85,2606.0,20.58,25.98,1800.0,401.0,5.99,587.0,80.97,1467.0,16.39,134.0,,114.0,36.0,12,2603.0,38.0,95.46,75.97,12.0,1095.0,,12.0,,1800.0,13.0,0.133832912727673,2.0,129.96,29.99,,,102.92,403.0,12.0,,,17.0,12.0,404.92,,44.64,,,,1467.0,81.96,194.89,1800.0,,,48,75.0,261.13,0.079926420595367,,3344.0,,0,7328.11,24.0,,,406.83,,0.0,32.0,0.0,0.0,,457.8,0.0,0.0
8154,201411,0,0.0,0.0,0.0,0.0,,199.0,78.63,30.15,1000.0,,,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.0571981886428283,0.0,241.2,,,,325.52,,0.0,,,,0.0,,,,,,,,,,1000.0,,,38,,,-0.231735369185606,,,,1,8.8,,,,,,,16.0,,,,,,
8159,201411,0,0.0,0.0,0.0,0.0,73.31,1639.0,,,2000.0,,46.89,,33.98,1285.0,,36.0,8200.0,9.0,2.0,12,135.0,3.0,,139.97,4.0,992.0,,9.0,17.0,5000.0,18.0,0.133832912727673,1.0,,328.23,0.0,17.0,,67.0,0.0,27.84,17.0,,0.0,67.97,17.0,0.0,5.0,9.28,463.84,372.0,,12444.68,3000.0,463.84,463.84,34,138.0,36.95,-0.30845333657335,9.28,,360.748,1,0.0,,-204.0,4.0,,8.24,0.0,39.0,0.0,0.0,2319.2,73.83,,0.0
8174,201412,0,94.0,1.0,3.0,2.0,20.98,1121.0,,49.12,1000.0,607.0,,76.0,63.26,697.0,182.66,,1000.0,,0.0,6,,0.0,167.5,20.98,0.0,544.0,135.0,1.0,,2000.0,0.0,0.133832912727673,0.0,343.84,,,,,234.0,11.0,,-28.0,4.0,12.0,236.91,18.0,,,,,697.0,962.74,800.0,2600.0,,,53,20.0,334.21,0.219380082347677,,,,0,1214.13,29.0,-30.0,,704.76,,0.0,-29.0,0.0,0.0,,896.15,91.48,0.0
8179,201412,0,26.0,0.0,0.0,0.0,119.97,1194.0,138.74,136.96,500.0,710.0,50.97,439.0,136.37,,159.97,,1000.0,,0.0,5,,0.0,247.36,169.96,3.0,,394.0,4.0,,500.0,,0.133832912727673,0.0,315.92,101.95,,,337.49,342.0,11.0,,,12.0,11.0,347.32,,,,,,,264.95,,500.0,,,33,167.0,539.49,-0.354107585360257,,,,0,651.12,26.0,,,718.7,,,50.0,,,,540.82,0.0,
8181,201412,0,0.0,0.0,0.0,0.0,,187.0,24.79,,3000.0,,,,,460.0,,,6700.0,,0.0,12,,0.0,,,0.0,360.0,,0.0,1.0,3000.0,,0.0571981886428283,0.0,,,,1.0,123.96,,0.0,11.4,9.0,,0.0,,9.0,,1.0,,359.67,185.0,,4400.0,6000.0,149.47,569.87,37,,,-0.231735369185606,,,149.47,1,1425.63,,-1595.0,1.0,,2.99,0.0,187.0,0.0,0.0,6838.44,,,0.0
8182,201411,0,0.0,0.0,0.0,0.0,128.15,2860.0,43.98,158.95,1500.0,1170.0,81.76,1390.0,341.67,291.0,91.64,466.0,1500.0,177.0,39.0,12,4910.0,46.0,327.24,563.84,12.0,5.0,,12.0,-8.0,1500.0,74.0,0.133832912727673,7.0,702.17,452.38,0.0,-8.0,219.94,1505.0,11.0,0.0,-8.0,52.0,12.0,1632.24,-8.0,0.0,-8.0,0.0,210.79,291.0,274.94,2000.0,1500.0,210.79,210.79,38,560.0,936.54,-0.231735369185606,0.0,3344.0,,0,3682.5,41.0,-136.0,-8.0,1178.58,,0.0,1.0,0.0,0.0,843.16,2596.15,0.0,0.0
8183,201412,1,0.0,0.0,0.0,0.0,41.38,391.0,,26.66,1300.0,,45.96,,,177.0,29.69,,1300.0,,0.0,12,,0.0,,172.14,0.0,0.0,,0.0,-1.0,1300.0,,0.090634138151029,0.0,79.99,55.94,,-1.0,,,0.0,0.0,-1.0,,0.0,,-1.0,,-1.0,0.0,156.18,177.0,59.39,500.0,1800.0,,156.18,29,171.0,,-0.411786729965823,,,,1,1539.07,,-38.0,-1.0,,,0.0,80.0,0.0,0.0,468.54,,,0.0
8188,201412,0,0.0,0.0,0.0,0.0,118.34,389.0,,,1000.0,,,,,,0.99,,,,0.0,10,,0.0,,685.89,0.0,,,0.0,,1000.0,,0.090634138151029,0.0,,,,,,,0.0,,,,0.0,,,,,,,,0.99,,1000.0,,,68,578.0,,0.648196909605187,,,,1,1650.0,,,,,,,286.0,,,,,,
8192,201412,1,88.0,0.0,7.0,2.0,54.76,3220.0,,,800.0,757.0,,552.0,,1426.0,20.76,197.0,1500.0,154.0,47.0,12,1692.0,54.0,207.94,438.08,11.0,1173.0,503.0,12.0,25.0,800.0,3.0,0.133832912727673,7.0,,,6.15,25.0,,,8.0,6.15,25.0,33.0,11.0,,25.0,303.8,25.0,6.15,102.4,363.0,166.08,1600.0,800.0,102.4,102.4,65,280.0,680.7,0.534878115446101,2.05,4598.0,102.4,0,5420.68,53.0,-19.0,19.0,1015.61,,2.0,275.0,2.0,2.0,307.2,4469.87,248.88,2.0
8194,201412,0,41.0,0.0,0.0,1.0,189.52,1616.0,155.59,,1200.0,523.0,,424.0,69.46,881.0,4.95,0.0,7400.0,5.0,3.0,9,182.0,5.0,159.5,754.93,9.0,715.0,48.0,11.0,19.0,2200.0,0.0,0.133832912727673,2.0,,,13.62,19.0,541.39,120.0,10.0,9.08,19.0,14.0,12.0,122.95,19.0,0.0,4.0,,226.81,266.0,4.95,4000.0,5200.0,226.74,226.81,48,568.0,356.0,0.079926420595367,4.53,418.0,251.0975,0,1095.92,25.0,-1198.0,4.0,628.11,19.47,0.0,222.0,0.0,0.0,680.43,409.56,99.3,0.0
8205,201412,1,26.0,0.0,0.0,0.0,43.08,326.0,33.37,47.72,1339.08,,,,,375.0,20.25,,3181.92,,0.0,12,,0.0,,301.56,0.0,16.0,319.0,0.0,54.0,2678.16,,0.090634138151029,0.0,191.42,,15.52,54.0,166.86,,0.0,15.52,54.0,,0.0,,54.0,,54.0,15.52,193.84,375.0,40.5,1842.84,1339.08,193.84,193.84,51,214.0,,0.156301087833759,3.88,,193.84,1,900.0,,-12.0,54.0,,,4.0,15.0,4.0,4.0,775.36,,,4.0
8206,201412,0,73.0,0.0,1.0,2.0,152.17,1014.0,28.62,76.97,1000.0,391.0,172.94,,46.98,376.0,16.6,,998.0,,0.0,12,,0.0,165.07,947.36,0.0,23.0,692.0,0.0,0.0,1000.0,,0.133832912727673,0.0,113.96,330.88,0.0,0.0,74.46,93.0,3.0,0.0,0.0,,7.0,93.96,0.0,,-3.0,0.0,158.98,376.0,116.2,998.0,1000.0,158.98,158.98,38,759.0,240.49,-0.231735369185606,0.0,,158.98,0,531.95,6.0,-89.0,-4.0,393.2,,0.0,82.0,0.0,0.0,476.94,119.48,0.0,0.0
8215,201412,0,0.0,0.0,0.0,0.0,68.98,1831.0,180.58,122.32,1500.0,295.0,224.03,895.0,151.51,559.0,66.56,117.0,4000.0,28.0,11.0,12,540.0,12.0,59.44,344.92,8.0,189.0,,9.0,1.0,1819.94,28.0,0.133832912727673,1.0,761.92,958.91,0.0,1.0,816.15,745.0,10.0,,1.0,41.0,11.0,749.18,1.0,0.0,,,,559.0,332.88,234.01,3771.95,350.94,,54,343.0,341.18,0.219380082347677,,836.0,350.94,0,1150.44,15.0,-21.0,,297.3,7.02,0.0,6.0,0.0,0.0,,432.58,0.0,0.0
8217,201411,1,26.0,0.0,0.0,0.0,82.51,1481.0,26.72,,1634.24,484.0,64.66,489.0,23.99,978.0,56.19,0.0,4634.24,12.0,0.0,12,397.0,1.0,137.95,379.73,12.0,669.0,740.0,12.0,2.0,3268.48,0.0,0.133832912727673,1.0,,258.64,9.28,2.0,187.04,23.0,7.0,18.56,2.0,19.0,12.0,23.99,12.0,0.0,2.0,0.0,463.84,346.0,393.33,9400.0,5034.24,463.84,463.84,55,295.0,533.0,0.219380082347677,0.0,836.0,387.7,0,460.18,31.0,-303.0,2.0,682.81,0.0,0.0,158.0,0.0,0.0,1391.52,1830.65,193.97,0.0
8219,201411,0,0.0,0.0,0.0,0.0,,257.0,20.87,,400.0,,19.96,,,,,,1000.0,,0.0,6,,0.0,,,0.0,,,0.0,,800.0,,0.0571981886428283,0.0,,139.72,,,104.37,,0.0,,,,0.0,,,,,,,,,,400.0,,,44,,,-0.059298901120992,,,,1,290.53,,,,,,,44.0,,,,,,
8264,201412,0,78.0,0.0,5.0,1.0,203.99,1933.0,53.57,,600.0,962.0,,845.0,148.57,1018.0,16.98,134.0,1350.0,36.0,10.0,6,888.0,16.0,248.73,972.89,9.0,925.0,9.0,10.0,11.0,600.0,31.0,0.133832912727673,6.0,,,2.2,11.0,171.12,444.0,11.0,6.6,11.0,32.0,12.0,449.43,22.0,319.92,11.0,,109.94,227.0,50.96,1450.0,1250.0,109.94,,52,715.0,852.97,0.156301087833759,,2090.0,,0,755.08,32.0,-46.0,11.0,1164.49,0.0,0.0,227.0,0.0,1.0,329.82,775.99,194.78,1.0
8267,201411,0,0.0,0.0,0.0,0.0,86.62,953.0,59.44,199.52,936.0,741.0,104.05,,100.83,455.0,90.66,147.0,4914.78,,0.0,12,,0.0,144.61,431.68,0.0,92.0,,0.0,0.0,1786.74,183.0,0.133832912727673,0.0,824.9,472.24,,-3.0,342.95,400.0,6.0,,0.0,,7.0,448.43,0.0,0.0,-3.0,,148.95,455.0,572.32,9614.92,4532.41,148.95,,28,370.0,557.37,-0.411786729965823,0.0,,148.95,0,19.09,48.0,-64.0,-3.0,781.46,,0.0,14.0,0.0,0.0,,517.31,35.48,0.0
8271,201412,0,46.0,0.0,0.0,1.0,136.57,1616.0,,,1808.1,446.0,,466.0,,478.0,,21.0,2712.06,14.0,5.0,12,449.0,6.0,95.33,1092.56,8.0,121.0,797.0,12.0,1.0,3308.1,14.0,0.133832912727673,1.0,,,0.0,-5.0,,,7.0,0.0,1.0,14.0,11.0,,1.0,0.0,-6.0,,190.34,478.0,,903.96,1808.1,190.34,,53,703.0,205.31,0.219380082347677,0.0,836.0,190.34,0,890.04,7.0,-66.0,-6.0,667.31,0.0,0.0,277.0,0.0,0.0,380.68,307.95,221.08,0.0
8285,201411,0,0.0,0.0,0.0,0.0,328.29,682.0,44.74,136.96,2000.0,,114.98,,217.3,424.0,60.65,,2400.0,,0.0,12,,0.0,,939.77,0.0,281.0,,0.0,-2.0,5848.19,,0.133832912727673,0.0,410.91,229.97,0.0,-14.0,178.96,837.0,0.0,0.0,-1.0,,0.0,1027.87,-1.0,,-22.0,0.0,154.6,252.0,181.96,2200.0,2000.0,154.6,154.6,46,933.0,193.06,-0.016208722718011,0.0,,70.85,1,885.34,,-210.0,-22.0,,0.0,0.0,24.0,0.0,0.0,463.8,235.0,,0.0
8291,201412,0,0.0,0.0,0.0,0.0,,781.0,,36.65,2000.0,35.0,,,33.93,563.0,,,3500.0,,0.0,12,,0.0,11.99,,0.0,535.0,,0.0,1.0,3500.0,0.0,0.133832912727673,0.0,109.97,,0.0,1.0,,159.0,1.0,0.0,1.0,,2.0,237.51,1.0,,1.0,0.0,254.79,343.0,,4500.0,2500.0,254.79,254.79,54,,44.73,0.219380082347677,0.0,,251.106666666667,0,500.0,3.0,-404.0,1.0,35.99,0.0,0.0,65.0,0.0,0.0,509.58,0.0,0.0,0.0
8294,201411,1,,,,,,1800.0,,,2800.0,,,,,1273.0,,12.0,,8.0,7.0,12,494.0,9.0,,,0.0,902.0,,0.0,18.0,5600.0,0.0,0.133832912727673,2.0,,,18.69,18.0,,,0.0,,18.0,,0.0,,18.0,0.0,,,,575.0,,2000.0,6800.0,311.56,,32,,,-0.354107585360257,12.46,,311.56,1,,,-108.0,,,24.92,0.0,1572.0,0.0,0.0,,,,0.0
8296,201411,1,0.0,0.0,0.0,0.0,,275.0,53.45,,700.0,,,,,,43.0,,,,0.0,12,,0.0,,,0.0,,,0.0,,1400.0,,0.090634138151029,0.0,,,,,274.21,,0.0,,,,0.0,,,,,,,,181.12,,700.0,,,35,,,-0.30845333657335,,,,1,633.03,,,,,,,186.0,,,,,,
8298,201411,1,9.0,0.0,0.0,0.0,84.35,4319.0,95.95,,1705.0,60.0,46.79,771.0,39.99,1432.0,23.99,69.0,2705.0,134.0,59.0,12,2582.0,92.0,61.97,217.67,10.0,1076.0,1023.0,12.0,5.0,1705.0,7.0,0.133832912727673,33.0,,327.53,7.44,5.0,115.95,39.0,9.0,7.44,16.0,24.0,11.0,39.99,16.0,120.0,3.0,0.0,186.22,391.0,47.98,5200.0,2705.0,186.22,186.22,77,187.0,115.72,0.721630021341369,7.44,,186.22,0,5914.45,2.0,-85.0,3.0,61.97,23.25,0.0,69.0,0.0,0.0,744.88,115.32,0.0,0.0
8305,201412,0,0.0,0.0,0.0,0.0,,693.0,,,1000.0,,,,51.35,263.0,,,,,0.0,12,,0.0,,,0.0,1.0,,0.0,-27.0,1000.0,,0.133832912727673,0.0,,,0.0,-27.0,,248.0,0.0,0.0,-27.0,,0.0,250.0,-27.0,,-27.0,0.0,147.04,263.0,,700.0,1000.0,147.04,147.04,57,,160.8,0.319424920164188,,,,1,,,-252.0,-31.0,,,0.0,676.0,0.0,0.0,441.12,160.8,,0.0
8307,201411,1,0.0,0.0,0.0,0.0,82.55,716.0,98.06,39.58,3000.0,,37.96,,363.22,363.0,,,7170.69,,0.0,12,,0.0,,82.55,0.0,332.0,,0.0,1.0,10390.23,,0.133832912727673,0.0,197.91,75.93,0.0,-5.0,686.42,1015.0,0.0,0.0,1.0,,0.0,1267.89,1.0,,-6.0,0.0,253.83,262.0,,5780.46,3000.0,253.638,254.022,39,82.0,594.79,-0.231735369185606,0.0,,252.87,1,1051.88,,-1735.0,-6.0,,,0.0,27.0,0.0,0.0,764.37,603.78,,0.0
8312,201412,0,0.0,0.0,0.0,0.0,21.32,2583.0,,,1500.0,896.0,,416.0,118.87,393.0,,145.0,1900.0,91.0,34.0,12,2443.0,37.0,221.38,63.97,8.0,73.0,,11.0,0.0,1500.0,11.0,0.133832912727673,3.0,,,,0.0,,435.0,11.0,,0.0,12.0,12.0,437.4,0.0,27.68,0.0,,95.32,393.0,,800.0,1500.0,95.32,95.32,28,63.0,243.25,-0.411786729965823,,1254.0,95.32,0,,27.0,-56.0,0.0,902.32,,0.0,455.0,0.0,0.0,,263.45,0.0,0.0
8318,201412,1,16.0,0.0,0.0,0.0,111.29,2639.0,67.96,,2000.0,447.0,52.98,261.0,174.96,1860.0,35.99,41.0,6100.0,40.0,29.0,12,1044.0,35.0,138.57,257.93,9.0,1488.0,1048.0,12.0,16.0,2000.0,14.0,0.133832912727673,6.0,,105.97,7.26,16.0,135.93,303.0,10.0,7.26,16.0,10.0,12.0,307.43,16.0,0.0,6.0,7.26,363.21,370.0,179.96,10700.0,3500.0,363.21,363.21,58,254.0,688.79,0.357323965312407,14.52,836.0,363.21,0,4211.04,32.0,-79.0,1.0,577.55,,0.0,91.0,0.0,0.0,1089.63,797.73,123.7,0.0
8331,201412,1,21.0,0.0,0.0,0.0,50.85,318.0,112.73,9.33,1300.0,,105.09,,,,30.04,,,,0.0,12,,0.0,,355.95,0.0,,314.0,0.0,,1300.0,,0.090634138151029,0.0,28.0,1117.18,,,1037.18,,0.0,,,,0.0,,,,,,,,235.1,,1300.0,,,71,248.0,,0.721630021341369,,,,1,21.47,,,,,,,45.0,,,,,,
8332,201411,1,0.0,0.0,0.0,0.0,,244.0,239.64,55.73,943.45,,13.99,,,,13.69,,,,0.0,12,,0.0,,,0.0,,,0.0,,1135.33,,0.0571981886428283,0.0,229.2,13.99,,,1084.46,,0.0,,,,0.0,,,,,,,,95.83,,991.42,,,33,,,-0.354107585360257,,,,1,335.94,,,,,,,13.0,,,,,,
8333,201412,0,0.0,0.0,0.0,0.0,,206.0,65.33,,1000.0,,39.99,,,102.0,,,1400.0,,0.0,12,,0.0,,,0.0,0.0,,0.0,1.0,2000.0,,0.0571981886428283,0.0,,79.98,,1.0,187.31,,0.0,,1.0,,0.0,,1.0,,1.0,3.48,,102.0,,,1400.0,,174.23,45,,,-0.0304781166421273,,,,1,,,-19.0,,,,0.0,120.0,0.0,0.0,,,,0.0
8334,201412,0,24.0,0.0,0.0,0.0,,339.0,74.49,122.25,200.0,,88.45,,,,206.87,,1000.0,,0.0,3,,0.0,,,0.0,,121.0,0.0,,1316.94,,0.090634138151029,0.0,543.81,319.84,,,463.89,,0.0,,,,0.0,,,,,,,,854.87,,200.0,,,32,,,-0.354107585360257,,,,1,855.48,,,,,,,10.0,,,,,,
8342,201412,1,99.0,1.0,1.0,3.0,67.78,1354.0,,60.97,2000.0,472.0,31.48,547.0,28.32,1130.0,22.49,0.0,2807.92,,0.0,12,,0.0,178.79,407.4,8.0,776.0,144.0,9.0,18.0,2600.0,6.0,0.133832912727673,0.0,121.95,62.97,,-41.0,,84.0,11.0,,18.0,29.0,11.0,84.98,18.0,0.0,,,,335.0,44.99,2955.94,2500.0,80.81,,28,305.0,427.03,-0.411786729965823,1.62,,81.8,0,2215.59,21.0,-161.0,,611.97,,0.0,32.0,0.0,0.0,,377.34,135.07,0.0
8351,201411,1,4.0,0.0,0.0,0.0,144.39,416.0,49.96,,1000.0,,,,,,106.69,,,,0.0,12,,0.0,,378.52,0.0,,301.0,0.0,,1000.0,,0.090634138151029,0.0,,,,,184.89,,0.0,,,,0.0,,,,,,,,474.97,,1000.0,,,30,376.0,,-0.411786729965823,,,,1,1941.28,,,,,,,204.0,,,,,,
8357,201411,0,60.0,0.0,0.0,5.0,114.36,4164.0,9.99,57.84,3000.0,479.0,36.97,1189.0,42.73,777.0,82.46,99.0,9110.0,208.0,60.0,12,2827.0,72.0,102.35,400.88,11.0,543.0,917.0,12.0,1.0,3000.0,27.0,0.133832912727673,12.0,243.9,139.93,,1.0,19.99,103.0,9.0,0.0,1.0,53.0,12.0,105.46,1.0,0.0,1.0,0.0,224.67,124.0,322.91,6110.0,8110.0,287.31,162.03,73,396.0,356.69,0.721630021341369,0.0,1254.0,287.31,0,7287.15,12.0,-767.0,-3.0,481.85,0.0,0.0,17.0,0.0,0.0,324.06,272.01,0.0,0.0
8358,201411,1,0.0,0.0,0.0,0.0,,163.0,55.26,,920.93,,,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,920.93,,0.0571981886428283,0.0,,,,,386.82,,0.0,,,,0.0,,,,,,,,,,920.93,,,32,,,-0.354107585360257,,,,1,338.96,,,,,,,163.0,,,,,,
8365,201411,0,4.0,0.0,0.0,0.0,,1215.0,28.1,65.34,821.82,529.0,19.98,269.0,,,64.37,,150.0,,0.0,5,,0.0,141.6,,3.0,,754.0,4.0,,1643.64,,0.133832912727673,0.0,221.83,99.94,,,140.54,,12.0,,,21.0,12.0,,,,,,,,321.89,,821.82,,,33,,337.15,-0.354107585360257,,,,0,684.65,21.0,,,682.31,,,2.0,,,,402.95,147.55,
8368,201411,0,0.0,0.0,0.0,0.0,,306.0,75.05,8.98,500.0,,38.84,,,48.0,67.02,,3200.0,,0.0,12,,0.0,,,0.0,9.0,,0.0,8.0,2100.0,,0.090634138151029,0.0,17.97,167.91,,8.0,339.37,,0.0,,8.0,,0.0,,8.0,,8.0,3.14,,48.0,317.83,,3800.0,,157.05,57,,,0.319424920164188,,,,1,334.2,,,,,,0.0,70.0,0.0,0.0,,,,0.0
8373,201412,0,0.0,0.0,0.0,0.0,25.99,552.0,,22.99,1480.0,,19.97,,72.0,,,,,,0.0,12,,0.0,,25.99,0.0,,,0.0,,1480.0,,0.090634138151029,0.0,45.98,39.95,,,,360.0,0.0,,,,0.0,360.0,,,,,,,,,1480.0,,,26,25.0,,-0.411786729965823,,,,1,746.02,,,,,,,45.0,,,,,,
8375,201412,0,0.0,0.0,0.0,0.0,,1383.0,,,1000.0,,,159.0,,1438.0,,0.0,3000.0,7.0,0.0,12,247.0,0.0,,,7.0,1072.0,,8.0,10.0,1000.0,0.0,0.133832912727673,0.0,,,0.0,4.0,,,7.0,0.0,10.0,7.0,8.0,,12.0,0.0,4.0,2.86,142.76,279.0,,3278.78,2800.0,142.76,142.76,62,,,0.357323965312407,6.66,,166.32,0,,,-272.0,-11.0,,0.0,0.0,1018.0,0.0,0.0,142.76,,,0.0
8379,201412,1,21.0,0.0,0.0,0.0,111.3,1235.0,,157.47,2992.14,201.0,44.97,300.0,60.78,624.0,46.66,,4465.56,,0.0,12,,0.0,50.49,351.94,3.0,354.0,765.0,5.0,28.0,2992.14,0.0,0.133832912727673,0.0,429.93,89.95,7.55,28.0,,303.0,6.0,0.0,32.0,6.0,8.0,303.93,32.0,,28.0,7.55,377.27,352.0,139.98,5873.42,7412.4,349.83,377.27,55,349.0,350.61,0.219380082347677,15.1,,311.414,0,1524.82,4.0,-432.0,28.0,201.96,26.75,2.0,22.0,2.0,4.0,377.27,275.33,0.0,4.0
8388,201411,1,4.0,0.0,0.0,0.0,74.37,4917.0,40.97,73.99,1140.0,,,,86.28,,107.17,,,56.0,21.0,12,794.0,42.0,,440.69,0.0,,165.0,0.0,,3420.0,,0.133832912727673,21.0,310.0,,,,165.97,426.0,0.0,,,,0.0,459.09,,,,,,,454.9,,1140.0,,,53,351.0,196.34,0.219380082347677,,,,1,878.14,,,,,,,0.0,,,,289.54,,
8408,201412,1,,,,,,1655.0,,,1500.0,,,489.0,,583.0,,15.0,,14.0,6.0,10,260.0,7.0,,,10.0,199.0,,12.0,25.0,3000.0,0.0,0.133832912727673,1.0,,,13.17,24.0,,,0.0,,25.0,16.0,0.0,,25.0,0.0,,,,583.0,,,3900.0,219.37,,48,,,0.079926420595367,13.17,418.0,219.37,1,,,-1.0,,,13.17,6.0,1123.0,6.0,6.0,,,,6.0
8417,201411,1,65.0,0.0,1.0,4.0,33.97,1649.0,44.64,69.58,920.0,129.0,,,39.3,,,8.0,,16.0,6.0,12,188.0,7.0,26.37,159.97,2.0,,468.0,2.0,,2760.0,2.0,0.133832912727673,1.0,280.72,,,,189.97,142.0,0.0,,,,1.0,145.96,,0.0,,,,,,,920.0,,,27,157.0,161.93,-0.411786729965823,,,,1,2296.8,15.0,,,131.95,,,-34.0,,,,202.02,0.0,
8436,201411,1,11.0,0.0,0.0,0.0,8.99,718.0,48.48,,320.0,,23.99,,89.37,,,,,,0.0,3,,0.0,,44.99,0.0,,696.0,0.0,,640.0,,0.133832912727673,0.0,,119.95,,,174.97,445.0,0.0,,,,0.0,446.89,,,,,,,,,320.0,,,32,44.0,239.57,-0.354107585360257,,,,1,1070.27,,,,,,,150.0,,,,292.34,,
8446,201412,1,14.0,0.0,0.0,0.0,228.4,5083.0,,118.26,1040.0,,,,,371.0,,,1420.0,47.0,24.0,6,875.0,43.0,,772.76,0.0,254.0,321.0,0.0,-2.0,1040.0,,0.133832912727673,19.0,236.53,,,-5.0,,,0.0,,-2.0,,0.0,,-2.0,,,,,371.0,,760.0,1040.0,156.24,,41,770.0,,-0.133343746407103,0.0,,156.24,1,1391.71,,-15.0,,,,0.0,1.0,0.0,0.0,,,,0.0
8447,201412,0,29.0,0.0,0.0,0.0,59.99,2272.0,86.62,31.49,1300.0,181.0,67.96,610.0,187.01,,38.48,27.0,,20.0,10.0,10,492.0,15.0,60.98,239.96,7.0,,1042.0,10.0,,1300.0,9.0,0.133832912727673,5.0,125.97,263.93,,,209.91,826.0,9.0,,,10.0,10.0,985.46,,79.98,,,,,76.96,,1300.0,,,50,239.0,368.79,0.156301087833759,,836.0,,0,2815.68,6.0,,,182.97,,,67.0,,,,474.84,0.0,
8451,201412,0,21.0,0.0,0.0,0.0,201.18,3295.0,206.73,125.42,860.0,650.0,99.34,1217.0,131.61,,122.84,76.0,,91.0,35.0,12,3154.0,51.0,145.89,928.62,10.0,,935.0,11.0,,860.0,4.0,0.133832912727673,16.0,339.81,334.86,,,928.54,597.0,9.0,,,39.0,12.0,603.8,,0.0,,,,,366.46,,860.0,,,40,827.0,678.2,-0.133343746407103,,836.0,,0,1362.84,32.0,,,802.29,,,1.0,,,,719.1,146.51,
8467,201412,0,4.0,0.0,0.0,0.0,107.54,5082.0,98.27,176.29,3000.0,1158.0,74.58,1495.0,272.66,583.0,56.14,424.0,1000.0,612.0,93.0,12,6252.0,101.0,239.37,758.3,12.0,215.0,695.0,12.0,7.0,3000.0,80.0,0.133832912727673,8.0,1216.17,545.69,7.36,7.0,669.72,1623.0,12.0,,28.0,138.0,12.0,2380.01,28.0,0.0,,,,583.0,449.12,,4000.0,184.16,,57,514.0,775.0,0.319424920164188,7.36,7524.0,184.16,0,1029.47,140.0,-3.0,,1541.92,18.4,0.0,-78.0,0.0,1.0,,1777.16,362.82,1.0
8469,201411,1,0.0,0.0,0.0,0.0,,198.0,69.82,,2000.0,,,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,2000.0,,0.0571981886428283,0.0,,,,,349.1,,0.0,,,,0.0,,,,,,,,,,2000.0,,,50,,,0.156301087833759,,,,1,1590.54,,,,,,,198.0,,,,,,
8475,201411,1,15.0,0.0,0.0,0.0,56.72,2696.0,13.49,,1300.0,550.0,,370.0,46.98,665.0,70.81,102.0,2000.0,38.0,19.0,12,1236.0,22.0,109.23,244.92,12.0,374.0,51.0,12.0,15.0,3600.0,18.0,0.133832912727673,3.0,,,0.0,15.0,26.99,165.0,9.0,3.22,15.0,12.0,10.0,166.95,15.0,30.0,15.0,9.66,161.13,374.0,359.78,1300.0,1600.0,161.13,161.13,42,242.0,419.92,-0.0737564789495467,3.22,,120.762,0,3702.64,31.0,-501.0,11.0,673.01,0.0,1.0,189.0,1.0,1.0,322.26,393.36,118.54,1.0
8477,201412,0,9.0,0.0,0.0,0.0,,162.0,17.59,,1464.46,,,,,263.0,,,2928.92,,0.0,12,,0.0,,,0.0,-2.0,111.0,0.0,9.0,2928.92,,0.0571981886428283,0.0,,,7.36,9.0,123.13,,0.0,7.36,9.0,,0.0,,9.0,,8.0,11.04,183.78,263.0,,1650.44,2289.68,183.78,183.78,49,,,0.079926420595367,,,,1,815.32,,-13.0,8.0,,,0.0,162.0,0.0,0.0,551.34,,,0.0
