id,safra,y,VAR_1,VAR_72,VAR_53,VAR_65,VAR_6,VAR_17,VAR_30,VAR_57,VAR_9,VAR_54,VAR_59,VAR_76,VAR_7,VAR_11,VAR_5,VAR_34,VAR_38,VAR_15,VAR_35,VAR_8,VAR_13,VAR_52,VAR_24,VAR_45,VAR_58,VAR_39,VAR_20,VAR_40,VAR_44,VAR_25,VAR_60,VAR_2,VAR_28,VAR_19
8486,201402,0,102.0,67.0,300.0,1000.0,1565.0,,300.0,43,300.0,,,,,,34.64,44.99,,22.91,,22.49,18.18,114.55,211.94,90.94,165.0,90.0,3,1.0,1.0,1.0,-0.059298901120992,1.0,7.0,2.0
8487,201401,0,14.0,858.0,28002.48,,929.0,,5167.07,36,2167.07,3868.34,44.68,45.07,,,,,,,,,,,,,,,12,5.0,6.0,0.0,-0.231735369185606,0.0,0.0,0.0
8490,201405,1,75.0,108.0,2577.0,638.62,2398.0,,2400.0,51,2400.0,2400.0,494.38,192.15,,120.1,,,,,704.45,,182.36,,,1040.48,,912.0,12,9.0,12.0,6.0,0.156301087833759,0.0,8.0,22.0
8492,201408,0,23.0,-5.0,1000.0,1160.87,1029.0,1300.0,1000.0,52,1000.0,,358.51,259.83,33.89,14.99,46.98,176.5,161.67,33.24,29.99,46.62,44.74,142.8,334.4,331.22,229.0,220.0,12,9.0,10.0,0.0,0.156301087833759,0.0,0.0,0.0
8493,201407,0,0.0,135.0,450.0,1667.86,559.0,750.0,1900.0,51,450.0,450.0,26.74,43.48,80.07,,25.99,,413.91,37.9,,,62.95,200.85,129.96,466.43,129.0,304.0,3,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
8494,201408,0,0.0,-14.0,1392.8,296.57,2199.0,2854.89,500.0,35,500.0,1072.69,531.46,536.36,132.83,61.56,73.58,534.17,587.8,,307.8,76.31,72.41,,367.91,414.98,367.0,290.0,6,12.0,12.0,12.0,-0.30845333657335,0.0,12.0,23.0
8495,201407,0,3.0,137.0,1744.17,949.68,471.0,2744.17,1744.17,51,1000.0,1000.0,,,45.86,,39.57,,321.02,,,,14.12,,276.99,98.84,179.0,66.0,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
8497,201409,0,21.0,31.0,1000.0,653.06,1400.0,5215.4,3646.2,37,1215.4,1215.4,,,100.96,42.99,129.98,129.97,201.93,,85.98,43.32,,,303.92,,303.0,,12,1.0,2.0,2.0,-0.231735369185606,0.0,4.0,0.0
8498,201406,0,0.0,-30.0,2000.0,500.0,662.0,,2000.0,59,2000.0,,170.52,229.39,,,,326.13,,,,46.59,135.13,,,214.29,,213.0,10,0.0,0.0,0.0,0.357323965312407,0.0,0.0,0.0
8500,201405,1,82.0,6.0,300.0,71.51,254.0,,300.0,37,300.0,300.0,,,26.99,72.43,,454.34,80.98,,307.25,113.58,,,,,,,5,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
8501,201404,0,0.0,-69.0,509.47,581.4,212.0,800.0,1410.61,34,509.47,1309.47,,,72.29,97.07,,263.62,284.98,,259.61,37.66,,,,,,,8,0.0,0.0,0.0,-0.30845333657335,0.0,0.0,0.0
8502,201401,0,25.0,168.0,300.0,1875.15,547.0,,150.0,45,150.0,,,,,19.18,20.7,,,21.49,95.94,,19.99,42.98,20.7,39.98,20.0,39.0,3,0.0,0.0,0.0,-0.0304781166421273,0.0,0.0,0.0
8503,201404,0,0.0,791.0,8400.0,,3019.0,4000.0,2000.0,47,2000.0,2000.0,,,,,,,,,,,,,,,,,12,7.0,11.0,0.0,0.079926420595367,0.0,0.0,13.0
8504,201402,0,0.0,36.0,1600.0,3108.11,1569.0,,800.0,46,800.0,,90.24,90.24,26.98,35.98,23.97,131.95,53.97,,95.97,50.64,39.99,,47.94,79.98,47.0,79.0,12,11.0,12.0,5.0,-0.016208722718011,0.0,7.0,3.0
8505,201409,1,167.0,1.0,800.0,259.53,2127.0,1132.11,2264.22,56,1132.11,1932.11,,,52.67,82.1,,320.07,202.94,90.59,328.4,97.5,,230.43,,,,,6,6.0,7.0,7.0,0.242879678877368,3.0,11.0,17.0
8507,201402,0,14.0,65.0,3400.0,1674.98,2016.0,1200.0,1500.0,39,1500.0,400.0,340.01,323.07,83.67,,21.21,19.99,585.69,,,19.99,34.14,,148.47,238.98,99.0,155.0,12,3.0,4.0,0.0,-0.231735369185606,0.0,0.0,13.0
8509,201407,1,46.0,-49.0,1710.85,183.22,606.0,699.11,1011.74,46,1011.74,1011.74,75.59,135.77,125.28,,75.25,414.54,876.96,44.55,,59.22,114.28,89.1,526.75,114.28,349.0,114.0,12,0.0,0.0,0.0,-0.016208722718011,0.0,0.0,0.0
8510,201409,0,0.0,18.0,5069.29,876.14,1709.0,3600.0,3000.0,38,700.0,1412.86,561.93,558.28,144.26,70.97,220.04,289.92,346.86,64.66,183.94,102.95,178.18,129.33,494.8,512.93,488.0,507.0,7,12.0,12.0,11.0,-0.231735369185606,0.0,11.0,8.0
8513,201409,0,0.0,47.0,,314.53,1807.0,650.0,650.0,40,650.0,650.0,146.73,213.75,,42.52,93.91,,,87.15,297.64,,95.91,460.11,220.22,445.02,188.0,373.0,12,0.0,0.0,5.0,-0.133343746407103,0.0,8.0,8.0
8515,201409,0,,1746.0,2439.22,,3681.0,1230.0,1230.0,53,1230.0,2000.0,,,,,,,,,,,,,,,,,12,0.0,0.0,0.0,0.219380082347677,,0.0,40.0
8516,201402,1,61.0,0.0,2000.0,524.81,238.0,,1000.0,48,1000.0,,,,78.75,16.98,,878.4,484.61,8.82,16.98,109.8,,61.74,,,,,12,0.0,0.0,0.0,0.079926420595367,0.0,0.0,0.0
8517,201406,0,21.0,10.0,735.71,2634.09,1643.0,,650.0,48,650.0,650.0,325.46,300.17,43.48,,,165.5,173.93,65.63,,33.1,141.77,176.93,,482.84,,480.0,7,12.0,12.0,12.0,0.079926420595367,0.0,12.0,5.0
8518,201408,0,14.0,55.0,1500.0,671.05,1254.0,,3000.0,41,1500.0,1500.0,45.42,88.2,,,,49.95,,,,49.95,92.13,,,382.56,,299.0,12,7.0,9.0,2.0,-0.133343746407103,0.0,4.0,0.0
8520,201401,1,20.0,13.0,2000.0,2827.71,624.0,1000.0,1000.0,28,1000.0,,59.61,119.19,18.8,,68.68,75.95,150.4,,,75.95,50.98,,400.88,152.95,398.0,152.0,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8521,201402,1,10.0,91.0,4533.28,886.07,580.0,800.0,1000.0,26,1000.0,933.28,0.0,59.78,,44.99,34.99,,,,134.98,,31.48,,69.99,62.97,69.0,62.0,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8523,201408,0,0.0,391.0,1761.3,,391.0,1000.0,1761.3,55,1761.3,1761.3,,,,,41.99,,,,,,,,209.96,,209.0,,12,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
8524,201408,0,21.0,-20.0,700.0,789.91,788.0,1500.0,700.0,33,700.0,700.0,347.15,256.71,44.64,,42.49,171.43,133.94,43.34,,24.49,64.65,303.38,169.96,193.96,169.0,193.0,12,1.0,2.0,0.0,-0.354107585360257,0.0,0.0,0.0
8525,201406,1,16.0,-22.0,1734.97,122.68,366.0,,1969.94,54,1500.0,,,,48.13,40.76,44.79,440.11,199.47,26.49,285.32,87.6,,105.97,210.11,,187.0,,12,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
8526,201403,0,156.0,-24.0,500.0,1831.3,3379.0,,500.0,54,500.0,500.0,430.28,456.99,40.78,86.71,,435.63,203.93,44.01,709.21,66.51,24.76,352.08,,173.32,,116.0,12,9.0,10.0,9.0,0.219380082347677,3.0,11.0,35.0
8527,201406,0,4.0,49.0,15525.85,300.04,4545.0,18000.0,6575.85,38,2575.85,6975.85,141.01,169.98,,,40.38,199.96,,121.19,,49.99,49.97,422.77,201.9,201.94,201.0,200.0,12,0.0,0.0,1.0,-0.231735369185606,0.0,1.0,78.0
8528,201407,0,0.0,751.0,,,923.0,,1000.0,38,1000.0,1000.0,274.52,184.17,,,,,,,,,,,,,,,12,6.0,7.0,0.0,-0.231735369185606,0.0,0.0,0.0
8529,201408,1,35.0,107.0,500.0,720.04,787.0,,1000.0,27,500.0,500.0,208.61,260.16,65.47,59.98,29.97,,207.95,61.96,119.96,,,163.93,29.97,,29.0,,12,0.0,1.0,0.0,-0.411786729965823,0.0,0.0,0.0
8530,201407,1,0.0,26.0,1982.89,946.31,264.0,,1982.89,31,1982.89,1982.89,,,58.93,60.48,,487.46,225.92,,219.94,110.86,,,,,,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8531,201404,0,0.0,-12.0,1000.0,0.47,737.0,,1088.94,47,1000.0,1000.0,436.76,508.31,,,219.52,545.0,,,,93.39,95.75,,853.85,418.85,847.0,415.0,10,0.0,0.0,0.0,0.079926420595367,0.0,0.0,0.0
8532,201409,1,32.0,29.0,,564.01,2231.0,1800.0,3600.0,46,1800.0,1800.0,703.49,1975.77,,,,29.99,,,,29.99,,,,,,,12,10.0,12.0,6.0,-0.016208722718011,0.0,7.0,18.0
8533,201404,0,8.0,159.0,772.31,686.67,159.0,1500.0,3658.12,38,772.31,772.31,,,21.11,,,,147.77,,,,,,,,,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
8535,201402,0,58.0,-17.0,2400.0,1409.41,3503.0,,1200.0,36,1200.0,,335.83,973.08,,74.94,364.79,337.85,,,114.92,111.63,135.43,,1260.14,345.89,1103.0,341.0,5,9.0,12.0,8.0,-0.231735369185606,0.0,12.0,38.0
8536,201406,0,4.0,61.0,2393.16,3237.64,2513.0,2000.0,2393.16,52,2393.16,2393.16,,,43.98,,,175.97,159.94,64.69,,43.99,,362.83,,,,,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,3.0
8537,201406,0,0.0,14.0,600.0,292.96,829.0,,1200.0,45,600.0,600.0,312.35,322.21,64.92,,42.18,243.04,454.44,,,30.38,33.46,,206.94,66.93,206.0,66.0,12,2.0,3.0,0.0,-0.0304781166421273,0.0,0.0,0.0
8540,201409,0,0.0,3.0,3400.0,,2420.0,7000.0,4600.0,59,1400.0,3400.0,81.84,55.34,,,78.46,31.98,,,,15.99,,,309.42,,307.0,,12,12.0,12.0,10.0,0.357323965312407,0.0,12.0,24.0
8541,201402,0,0.0,418.0,1200.0,,418.0,,600.0,42,600.0,,,,,,131.68,,,,,,,,1053.44,,715.0,,12,0.0,0.0,0.0,-0.0737564789495467,0.0,0.0,0.0
8543,201401,0,0.0,-44.0,3500.0,1742.85,2902.0,1500.0,1500.0,38,1500.0,,,,52.58,22.5,,696.21,300.61,33.83,90.0,92.83,,236.81,,,,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,4.0
8545,201407,0,,2077.0,3700.0,,2077.0,1600.0,3500.0,63,1000.0,1800.0,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,0.412255795406189,,0.0,9.0
8546,201406,0,8.0,5.0,500.0,649.64,203.0,,500.0,41,500.0,500.0,,,85.32,41.44,,500.79,426.6,,174.75,144.39,,,,,,,12,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,0.0
8548,201402,0,18.0,130.0,3375.1,2037.55,2415.0,,1687.55,44,1687.55,,311.83,250.74,19.19,12.49,,,95.96,,49.99,,,,,,,,12,5.0,8.0,5.0,-0.059298901120992,0.0,8.0,12.0
8549,201401,0,179.0,64.0,1400.0,971.09,221.0,,700.0,47,700.0,,,,38.65,,,339.18,115.96,,,67.83,,,,,,,10,0.0,0.0,0.0,0.079926420595367,5.0,0.0,0.0
8550,201405,1,16.0,101.0,2000.0,398.82,863.0,2000.0,1000.0,35,1000.0,3000.0,265.29,282.97,66.47,,117.79,,465.29,37.98,,,70.23,189.94,415.89,206.44,412.0,204.0,12,4.0,5.0,0.0,-0.30845333657335,0.0,0.0,0.0
8552,201407,0,15.0,46.0,2200.0,327.9,1436.0,,600.0,52,600.0,1000.0,303.49,285.96,47.19,4.99,87.01,227.96,235.95,35.18,9.99,45.58,40.17,175.94,377.84,110.94,373.0,108.0,6,10.0,12.0,8.0,0.156301087833759,0.0,11.0,0.0
8553,201402,1,77.0,99.0,2049.66,578.11,189.0,1024.83,1024.83,39,1024.83,,,,46.7,15.74,,,326.9,,62.99,,,,,,,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
8554,201402,0,0.0,-20.0,1000.0,1368.0,344.0,100.0,500.0,26,400.0,,,,,,74.9,645.12,,,,80.64,,,599.2,,393.0,,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8555,201409,1,77.0,-45.0,,316.49,186.0,1000.0,3000.0,41,1000.0,1000.0,,,20.69,101.16,,521.38,41.39,,409.91,76.46,,,,,,,12,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,0.0
8557,201401,0,0.0,144.0,4200.0,930.0,3355.0,2000.0,2500.0,30,1500.0,2400.0,248.14,248.14,,34.99,49.18,,,,34.99,,12.49,,245.94,24.99,245.0,24.0,12,7.0,9.0,11.0,-0.411786729965823,0.0,12.0,54.0
8558,201402,0,112.0,219.0,1319.9,2324.93,306.0,,400.0,63,400.0,,,,107.52,,,,537.64,23.4,,,,23.4,,,,,5,0.0,0.0,0.0,0.412255795406189,1.0,0.0,0.0
8560,201408,1,4.0,143.0,996.1,877.59,171.0,,996.1,40,996.1,996.1,,,103.55,,,,724.85,,,,,,,,,,12,0.0,0.0,0.0,-0.133343746407103,0.0,0.0,0.0
8561,201401,0,61.0,-23.0,1000.0,342.11,1476.0,,500.0,39,500.0,,133.94,269.1,33.04,9.99,51.2,121.45,231.28,,69.98,17.35,64.79,,212.58,223.96,211.0,223.0,12,0.0,0.0,5.0,-0.231735369185606,0.0,10.0,0.0
8562,201402,1,171.0,56.0,1000.0,832.77,209.0,500.0,500.0,32,500.0,,,,108.02,,,510.82,350.5,,,102.16,,,,,,,12,0.0,0.0,0.0,-0.354107585360257,3.0,0.0,0.0
8563,201407,0,4.0,201.0,4000.0,2766.81,2556.0,,2600.0,53,1800.0,5400.0,316.8,702.38,69.16,,105.62,,259.92,34.17,,,85.56,166.95,365.9,367.89,362.0,364.0,12,5.0,7.0,8.0,0.219380082347677,0.0,9.0,31.0
8565,201408,0,19.0,-16.0,5600.0,1048.52,1307.0,1700.0,4000.0,50,1500.0,2200.0,316.47,187.47,87.24,10.0,79.52,292.19,312.29,85.81,10.0,81.96,26.65,410.74,288.55,146.55,229.0,109.0,8,10.0,12.0,5.0,0.156301087833759,0.0,7.0,0.0
8566,201408,0,21.0,71.0,500.0,35.8,1256.0,,500.0,36,500.0,500.0,197.64,197.64,,80.7,31.58,,,,564.9,,34.72,,157.94,173.64,157.0,173.0,12,8.0,10.0,4.0,-0.231735369185606,0.0,6.0,0.0
8568,201404,1,56.0,-38.0,1000.0,23.9,721.0,,1000.0,24,1000.0,1000.0,416.5,770.74,43.78,149.96,122.11,487.34,216.52,13.41,369.91,69.62,128.47,93.87,571.05,405.47,502.0,372.0,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8569,201407,0,0.0,325.0,2000.0,2170.0,4193.0,3500.0,1000.0,63,1000.0,4500.0,60.12,57.53,,,35.2,,,62.64,,,69.48,187.93,246.4,555.84,169.0,371.0,6,8.0,10.0,0.0,0.412255795406189,0.0,0.0,14.0
8570,201403,0,173.0,60.0,1000.0,0.0,377.0,,500.0,54,500.0,500.0,,,26.66,35.99,15.71,467.41,79.99,31.99,179.96,82.04,,159.96,109.98,,109.0,,12,0.0,0.0,0.0,0.219380082347677,3.0,0.0,0.0
8573,201404,0,4.0,675.0,941.18,500.0,683.0,1000.0,941.18,36,941.18,941.18,314.17,406.89,,,,,,,,,69.08,,,198.95,,198.0,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
8575,201402,1,21.0,113.0,2880.0,582.28,310.0,1190.0,1190.0,45,1190.0,500.0,,,47.97,46.98,,,159.94,94.98,234.94,,,228.97,,,,,12,0.0,0.0,0.0,-0.0304781166421273,0.0,0.0,0.0
8576,201409,0,13.0,509.0,,,1576.0,1804.15,1804.15,41,1804.15,1804.15,382.55,447.03,,,28.32,,,,,,136.08,,84.98,680.48,84.0,679.0,12,11.0,12.0,11.0,-0.133343746407103,0.0,12.0,3.0
8577,201403,0,0.0,525.0,4000.0,,895.0,2000.0,2000.0,48,2000.0,2000.0,57.92,60.84,,,70.98,,,,,,23.99,,254.95,119.99,253.0,119.0,12,4.0,5.0,0.0,0.079926420595367,0.0,0.0,0.0
8578,201404,1,169.0,249.0,1200.0,316.0,1187.0,,1200.0,27,1200.0,1200.0,115.3,474.46,77.19,,82.86,,295.98,19.99,,,59.21,19.99,430.14,414.47,342.0,277.0,12,0.0,2.0,2.0,-0.411786729965823,3.0,4.0,0.0
8579,201409,1,14.0,99.0,,1843.78,2032.0,3797.0,5100.0,49,2550.0,8785.0,414.23,14.06,173.79,69.98,,,475.9,,349.94,,100.34,,,761.05,,494.0,12,5.0,7.0,0.0,0.079926420595367,0.0,0.0,11.0
8580,201407,1,99.0,-55.0,640.0,711.65,843.0,,640.0,48,640.0,640.0,351.45,325.5,192.92,,103.71,395.52,268.9,,,49.44,103.29,,204.15,315.21,164.0,234.0,12,4.0,6.0,0.0,0.079926420595367,1.0,0.0,0.0
8582,201404,1,51.0,108.0,700.0,505.58,262.0,,700.0,47,700.0,700.0,,,,43.58,,,,58.48,217.94,,,409.36,,,,,12,0.0,0.0,0.0,0.079926420595367,0.0,0.0,0.0
8583,201406,1,81.0,46.0,900.0,215.33,2922.0,800.0,500.0,46,500.0,900.0,,,,40.97,13.24,,,57.45,286.79,,,357.38,92.68,,63.0,,12,5.0,7.0,6.0,-0.016208722718011,0.0,8.0,31.0
8584,201403,0,26.0,10.0,800.0,2796.27,3009.0,,800.0,47,800.0,800.0,450.75,694.77,121.28,81.96,195.3,129.96,223.89,43.32,147.93,76.64,354.09,129.98,301.96,1318.88,300.0,1173.0,12,6.0,9.0,10.0,0.079926420595367,0.0,12.0,38.0
8585,201405,0,0.0,812.0,4200.0,,932.0,,1500.0,56,1500.0,1500.0,0.0,0.0,,,,,,,,,,,,,,,12,4.0,6.0,0.0,0.242879678877368,0.0,0.0,0.0
8586,201404,0,29.0,-24.0,3700.0,1551.06,2677.0,2000.0,1500.0,38,1500.0,3500.0,196.19,268.49,,38.0,14.98,434.32,,15.18,266.0,54.29,89.02,106.26,14.98,712.16,14.0,456.0,12,11.0,12.0,12.0,-0.231735369185606,0.0,12.0,33.0
8588,201404,1,59.0,-65.0,1120.0,300.0,1216.0,,500.0,45,500.0,580.0,,,,,76.44,302.89,,23.42,,43.27,,187.36,367.19,,308.0,,12,4.0,5.0,2.0,-0.0304781166421273,0.0,5.0,0.0
8589,201401,0,42.0,32.0,2400.0,1091.36,400.0,,1200.0,52,1200.0,,,,,,31.59,299.92,,25.06,,45.96,,185.68,157.95,,157.0,,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
8590,201404,1,0.0,402.0,4800.0,,869.0,2700.0,3900.0,21,3000.0,3000.0,357.53,390.86,,,128.3,,,,,,89.9,,336.87,267.42,332.0,263.0,12,3.0,4.0,0.0,-0.690749137734589,0.0,0.0,0.0
8591,201401,0,0.0,80.0,3496.68,1812.63,311.0,1165.56,1165.56,55,1165.56,,,,,,43.93,89.99,,24.35,,29.99,,194.8,351.44,,229.0,,12,0.0,0.0,0.0,0.219380082347677,0.0,0.0,0.0
8594,201403,1,165.0,19.0,3950.0,0.0,2595.0,,1000.0,58,1000.0,2850.0,831.73,1745.47,50.51,102.45,128.41,,353.57,,717.15,,,,962.61,,642.0,,12,9.0,12.0,10.0,0.357323965312407,3.0,12.0,27.0
8596,201405,1,20.0,-68.0,5800.54,412.82,1381.0,1900.27,3016.54,23,2000.0,2000.0,743.79,276.99,117.07,126.26,290.66,1802.56,801.72,48.56,857.49,401.69,46.12,140.89,1104.93,289.81,922.0,235.0,12,7.0,11.0,5.0,-0.411786729965823,0.0,9.0,0.0
8598,201405,0,54.0,33.0,1000.0,657.68,588.0,,1000.0,43,1000.0,2000.0,109.67,197.26,111.93,48.58,62.3,126.94,223.88,199.94,145.74,63.47,61.85,406.9,124.6,305.45,124.0,227.0,12,0.0,0.0,0.0,-0.059298901120992,0.0,0.0,0.0
8599,201404,0,56.0,-82.0,700.0,779.96,374.0,,700.0,52,700.0,700.0,,,19.99,99.23,44.69,123.28,79.99,54.73,694.65,15.41,,383.11,312.83,,212.0,,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
8600,201404,1,85.0,212.0,6995.84,5352.92,4176.0,4000.0,2307.61,55,2307.61,3046.62,1214.72,3778.71,39.58,,,,125.96,,,,111.33,,,556.77,,553.0,12,10.0,12.0,9.0,0.219380082347677,0.0,12.0,63.0
8601,201406,0,0.0,40.0,200.0,155.26,678.0,,200.0,37,200.0,200.0,407.3,325.59,,77.82,,,,,544.74,,,,,,,,3,0.0,1.0,0.0,-0.231735369185606,0.0,0.0,0.0
8602,201407,0,,,4055.5,,,,1500.0,51,1500.0,1500.0,,,,,,,,,,,,,,,,,12,1.0,2.0,0.0,0.156301087833759,,1.0,0.0
8606,201409,0,0.0,1.0,,1017.92,351.0,1187.93,2375.86,43,1187.93,2375.86,,,32.74,16.3,,81.94,163.74,77.11,42.96,30.97,,235.86,,,,,12,0.0,0.0,0.0,-0.059298901120992,0.0,0.0,0.0
8607,201407,1,0.0,365.0,1500.0,,694.0,1974.08,1500.0,31,1500.0,1500.0,740.14,933.52,,,296.94,,,,,,359.97,,797.91,939.73,795.0,939.0,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8608,201403,0,11.0,101.0,1247.85,4829.74,2682.0,596.0,552.01,71,500.0,646.0,,,85.65,,53.41,,599.55,23.28,,,,155.74,337.37,,268.0,,9,7.0,7.0,8.0,0.721630021341369,0.0,11.0,26.0
8610,201405,0,20.0,33.0,1500.0,234.41,886.0,1500.0,1500.0,52,1500.0,1500.0,529.37,540.67,60.17,141.94,187.81,243.91,194.57,42.48,141.94,109.55,113.41,54.98,496.63,436.1,421.0,432.0,12,4.0,6.0,0.0,0.156301087833759,0.0,0.0,0.0
8612,201404,0,19.0,121.0,10001.22,974.0,1104.0,,7370.22,56,2209.22,3189.22,,,37.98,53.57,,,189.93,21.79,207.93,,,108.96,,,,,12,10.0,12.0,0.0,0.242879678877368,0.0,1.0,0.0
8614,201409,1,53.0,45.0,,1365.34,448.0,2012.0,2012.0,60,2012.0,2012.0,,,,29.22,71.77,61.96,,,233.76,19.98,,,135.75,,134.0,,12,0.0,0.0,0.0,0.357323965312407,0.0,0.0,0.0
8615,201407,0,0.0,913.0,3700.0,,3194.0,1049.2,1300.0,50,1300.0,1600.0,,,,,,,,,,,,,,,,,12,4.0,6.0,0.0,0.156301087833759,0.0,0.0,41.0
8616,201405,0,0.0,585.0,2000.0,,928.0,,2000.0,58,2000.0,2000.0,649.31,705.8,,,,,,,,,127.97,,,330.96,,274.0,12,6.0,7.0,0.0,0.357323965312407,0.0,0.0,0.0
8617,201404,0,0.0,41.0,3900.0,2606.73,3453.0,4500.0,1000.0,53,1000.0,2500.0,140.28,238.31,26.99,35.32,,109.95,134.95,13.99,105.97,36.65,95.69,27.98,,669.83,,451.0,12,9.0,10.0,9.0,0.219380082347677,0.0,10.0,48.0
8618,201406,0,0.0,196.0,1000.0,,340.0,,1000.0,43,1000.0,1000.0,,,134.96,,,,674.83,97.57,,,,487.85,,,,,10,0.0,0.0,0.0,-0.059298901120992,0.0,0.0,0.0
8619,201409,0,21.0,810.0,,,1296.0,200.0,200.0,45,200.0,200.0,149.06,194.84,,,,,,,,,,,,,,,12,4.0,9.0,6.0,-0.0304781166421273,0.0,9.0,0.0
8620,201407,0,51.0,196.0,4675.77,398.82,762.0,5785.77,890.0,32,890.0,4461.54,830.88,772.61,54.98,,52.89,,109.96,,,,152.62,,370.23,356.92,260.0,355.0,6,0.0,1.0,0.0,-0.354107585360257,0.0,0.0,0.0
8621,201408,1,112.0,18.0,,,695.0,2015.06,2015.06,38,2015.06,2015.06,29.2,29.2,14.99,,27.19,185.92,29.99,,,61.97,11.7,,54.38,23.4,54.0,23.0,12,0.0,0.0,0.0,-0.231735369185606,1.0,0.0,0.0
8622,201401,0,0.0,0.0,1950.18,628.51,264.0,1556.69,975.09,33,975.09,1556.69,,,93.99,76.8,,332.91,305.0,,206.93,110.96,,,,,,,12,0.0,0.0,0.0,-0.354107585360257,0.0,0.0,0.0
8623,201401,0,20.0,1512.0,3260.0,,1845.0,1500.0,800.0,29,600.0,1100.0,,,,,,,,,,,,,,,,,6,0.0,0.0,7.0,-0.411786729965823,0.0,11.0,4.0
8624,201401,0,26.0,1.0,400.0,1633.44,230.0,,200.0,28,200.0,,,,48.94,20.93,,111.94,244.73,,146.51,68.96,,,,,,,3,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8625,201404,0,0.0,49.0,9200.0,557.57,2627.0,,1700.0,53,1700.0,1700.0,592.0,2065.79,66.11,110.5,13.99,175.96,309.95,139.84,506.51,35.19,423.66,560.59,69.98,2022.75,69.0,1596.0,12,11.0,12.0,12.0,0.219380082347677,0.0,12.0,32.0
8626,201405,0,24.0,438.0,3000.0,,438.0,3000.0,3000.0,52,3000.0,3000.0,,,,,25.81,,,,,,,,180.67,,118.0,,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
8627,201408,1,4.0,11.0,1000.0,277.2,320.0,,2000.0,29,1000.0,1000.0,,,276.92,162.96,,528.3,403.87,200.0,290.94,83.34,,400.0,,,,,10,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8628,201401,1,171.0,196.0,3550.68,,440.0,1675.34,1575.34,25,1175.34,200.0,,,29.99,,148.42,,59.98,,,,,,799.0,,556.0,,12,0.0,0.0,0.0,-0.411786729965823,3.0,0.0,0.0
8629,201404,0,0.0,190.0,300.0,,559.0,373.88,300.0,28,300.0,300.0,,,100.62,,111.53,,301.9,54.98,,,39.65,164.96,413.92,118.97,412.0,118.0,12,0.0,0.0,0.0,-0.411786729965823,0.0,0.0,0.0
8630,201407,0,0.0,62.0,300.0,3072.83,2746.0,,600.0,49,300.0,300.0,663.34,838.57,68.72,36.48,,44.97,448.7,,145.95,18.73,174.22,,,833.71,,831.0,5,5.0,6.0,4.0,0.079926420595367,0.0,5.0,22.0
8631,201406,0,6.0,10.0,954.12,719.29,423.0,,2101.36,38,954.12,954.12,,,37.87,90.96,182.97,18.18,265.09,147.44,166.94,18.18,,209.93,259.95,,258.0,,12,0.0,0.0,0.0,-0.231735369185606,0.0,0.0,0.0
8632,201408,0,21.0,17.0,3350.0,163.05,609.0,,1350.0,51,1350.0,1350.0,44.0,564.05,179.15,105.18,161.84,,895.79,135.47,841.44,,187.8,270.94,742.78,563.41,741.0,562.0,12,0.0,0.0,0.0,0.156301087833759,0.0,0.0,0.0
8633,201403,0,0.0,105.0,1500.0,5374.36,3362.0,,1500.0,69,1500.0,1500.0,819.52,1693.54,109.89,21.89,30.5,,584.36,90.56,153.23,,39.99,293.92,213.5,71.0,149.0,70.0,12,12.0,12.0,11.0,0.721630021341369,0.0,12.0,40.0
8634,201404,0,0.0,1.0,2500.0,,1468.0,,4500.0,46,2500.0,2500.0,,,,,39.99,170.98,,59.3,,34.19,,105.94,79.98,,79.0,,12,2.0,4.0,2.0,-0.016208722718011,0.0,6.0,0.0
8636,201408,0,0.0,41.0,1300.0,173.97,1209.0,600.0,600.0,25,300.0,300.0,640.59,651.6,145.94,69.09,136.54,,703.61,72.18,427.32,,116.75,300.94,610.85,569.35,605.0,534.0,3,12.0,12.0,3.0,-0.411786729965823,0.0,4.0,0.0
